run_id,order_id,engine_match_tier,engine_category,engine_reasoning,agent_selection_reason,agent_invoked,agent_cause,agent_confidence,agent_explanation,agent_recommended_action,agent_error,engine_agent_agreement,review_status,review_reason,action_taken,autonomous_action_taken
e09cc2efd4df,118a9d29-2f92-4996-99f1-95d014822f53,no_match,duplicate_transaction,Order has 2 settlement lines for the same transaction — investigate duplicate payout.,flagged_by_engine,True,duplicate_transaction,1.0,"The actual settlement_report line shows two identical entries for the same transaction_id (87e5f0fe-5da8-46d2-b8b3-8a8be05fb8bc). This indicates that the system has processed this order twice, leading to an incorrect net amount in the batch. The expected_net_amount of 850.85 is correctly reflected in both lines, but the presence of two identical entries suggests a duplication issue.",Review the transaction processing logic to ensure that each order is processed only once per batch.,,agree,needs_human_review,Engine flagged an exception; advisory diagnosis attached for context.,none,False
e09cc2efd4df,17a0df49-0d01-480f-989a-40c0e87d1c78,no_match,missing_payout,No settlement record found for this order in this batch.,flagged_by_engine,True,missing_payout,0.95,"The actual settlement_report line does not exist for this order, and there is no bank_feed credit or any sum of settlement_report.net_amount provided for the batch. This indicates that the order was not processed in this particular settlement cycle. Given that no settlement_report lines are found, it's clear that the order did not receive a payout during this batch. The expected net amount (2515.69) and other figures align with the order details, but since there is no corresponding entry in the settlement reports, we can confidently diagnose this as a missing payout.",Review the batch-level context for any potential issues or delays that might have caused the order to be excluded from this particular settlement cycle.,,agree,needs_human_review,Engine flagged an exception; advisory diagnosis attached for context.,none,False
e09cc2efd4df,6b65a6a4-8b81-48f6-b38a-088ca65ed389,no_match,duplicate_transaction,Order has 2 settlement lines for the same transaction — investigate duplicate payout.,flagged_by_engine,True,clean_match,1.0,"The actual settlement line matches the recomputed expected figures exactly. The order's expected MDR fee is 4.6, GST on MDR is 0.83, and there is no refund adjustment since there was no refund. The net amount after fees and taxes is 224.6, which aligns perfectly with both the settlement_report line and the recomputed figures. Additionally, the batch-level context shows that the bank_feed credit for this batch matches the sum of its settlement lines, further confirming a clean match.",No action required as the order is reconciled correctly.,,disagree,needs_human_review,Engine flagged an exception and the advisory agent diagnosed a different cause — review both before acting.,none,False
e09cc2efd4df,a911d192-43bf-4931-b605-bf54a021c0ca,no_match,missing_payout,No settlement record found for this order in this batch.,flagged_by_engine,True,missing_payout,1.0,"The actual settlement_report line does not exist for this order, and there is no bank_feed credit or any other settlement_report lines in the batch context provided. This indicates that the order was not processed during this settlement cycle. Given that no settlement_report line exists at all, it's clear that the order did not receive a payout in this particular batch.","Review the order status and ensure it has been correctly submitted for processing. If the order should have been processed, investigate potential system issues or delays.",,agree,needs_human_review,Engine flagged an exception; advisory diagnosis attached for context.,none,False
e09cc2efd4df,04f64d86-7866-4765-94f7-ce8dd5bcb8d0,fuzzy,mdr_rate_mismatch,MDR fee charged (99.98) does not match the agreed rate (expected 95.22).,flagged_by_engine,True,mdr_rate_mismatch,0.95,"The actual MDR fee charged (99.98) does not match the expected MDR fee based on the agreed rate of 0.02. The expected MDR fee was calculated as 95.22, but the actual MDR fee recorded in the settlement_report is 99.98. This discrepancy suggests that a different MDR rate was applied, leading to an extra charge of 4.76 (99.98 - 95.22). The other figures such as GST and net amount match up correctly, indicating that this is the only issue.",Review the MDR rate settings to ensure they align with the agreed terms for this order.,,agree,needs_human_review,Engine flagged an exception; advisory diagnosis attached for context.,none,False
e09cc2efd4df,0ef8c2d6-f7fd-4646-b7bb-3eec4bf50b52,fuzzy,mdr_rate_mismatch,MDR fee charged (76.02) does not match the agreed rate (expected 72.4).,flagged_by_engine,True,mdr_rate_mismatch,0.95,"The actual MDR fee charged (76.02) does not match the expected MDR fee based on the agreed rate of 0.02. The recomputed expected MDR fee is 72.4, but the actual settlement report shows a higher fee of 76.02. This discrepancy suggests that either the MDR rate was applied incorrectly or there might be an additional fee component not accounted for in the order details.",Review the MDR calculation process to ensure consistency with the agreed rate and investigate any potential additional fees.,,agree,needs_human_review,Engine flagged an exception; advisory diagnosis attached for context.,none,False
e09cc2efd4df,3b048a8b-405b-4dc9-8e7e-d827455ac762,fuzzy,timing_lag_refund,Order has a refund of 990.53 not reflected in this settlement's refund_adjustment; likely pending the next cycle.,flagged_by_engine,True,timing_lag_refund,0.85,"The actual net amount recorded in the settlement report (1680.26) does not match the expected net amount (689.73). This discrepancy is likely due to a refund that was processed too late for this cycle. The order had a refund of 990.53 on January 12, which is after the settlement report date of January 10. Therefore, this refund adjustment should have been included in the next settlement batch and not in this one.",Review the timing of refunds for this order to ensure that future refunds are processed before the end of the current settlement cycle.,,agree,needs_human_review,Engine flagged an exception; advisory diagnosis attached for context.,none,False
e09cc2efd4df,43b9da13-ec85-4f37-bbc1-a987aff8754d,fuzzy,mdr_rate_mismatch,MDR fee charged (74.44) does not match the agreed rate (expected 70.89).,flagged_by_engine,True,mdr_rate_mismatch,0.95,"The actual MDR fee charged (74.44) does not match the expected MDR fee based on the agreed rate of 2% (0.02). The recomputed expected MDR fee is 70.89, but the actual settlement report shows a higher MDR fee of 74.44. This discrepancy suggests that the MDR rate applied to this order was different from the agreed rate.",Review the terms and conditions for any recent changes in the MDR rate or check if there were any special fees applied to this particular transaction.,,agree,needs_human_review,Engine flagged an exception; advisory diagnosis attached for context.,none,False
e09cc2efd4df,504d281f-c953-4b63-ba81-edd9587ef344,fuzzy,mdr_rate_mismatch,MDR fee charged (6.04) does not match the agreed rate (expected 5.75).,flagged_by_engine,True,clean_match,0.95,"The actual settlement line matches the recomputed expected figures closely, indicating no real issue. Here are the specific numbers compared:

- Expected MDR fee: 5.75
- Actual MDR fee: 6.04 (a small discrepancy of 0.29)
- Expected GST on MDR: 1.03
- Actual GST on MDR: 1.09 (a small discrepancy of 0.06)
- Expected refund adjustment: 0.0
- Actual refund adjustment: 0.0
- Expected net amount: 280.68
- Actual net amount: 280.33 (a small discrepancy of 0.35)

The discrepancies are minimal and could be due to rounding differences or minor calculation errors, but they do not indicate any significant issues. The batch-level context also shows that the bank credit matches the sum of its settlement lines, further supporting a clean match.

Given these figures, the confidence in this being a clean match is high.",No action required as the discrepancies are within acceptable limits.,,disagree,needs_human_review,Engine flagged an exception and the advisory agent diagnosed a different cause — review both before acting.,none,False
e09cc2efd4df,750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,fuzzy,timing_lag_refund,Order has a refund of 269.5 not reflected in this settlement's refund_adjustment; likely pending the next cycle.,flagged_by_engine,True,timing_lag_refund,0.85,"The actual net amount recorded in the settlement report (970.1) does not match the expected net amount of 1239.6, which is calculated by subtracting the refund adjustment from the order amount after applying the MDR and GST. The discrepancy can be attributed to a timing issue with the refund. The order had a refund processed on 2026-01-07, but this settlement report was generated for the batch dated 2026-01-06. Given that the refund occurred after the initial settlement date, it is likely that the refund adjustment of 269.5 has not yet been applied to this particular settlement cycle. This suggests a timing lag in the processing of refunds, and the order should be expected to show the correct net amount next time when the refund is processed.",Monitor the next settlement report for this batch or the subsequent one to ensure that the refund adjustment is correctly applied.,,agree,needs_human_review,Engine flagged an exception; advisory diagnosis attached for context.,none,False
